id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey
700ab3c71e58714713c7726ed8669ad8,"The crab was being netted of the coast of Louisiana, where was he caught?",tidepools,fishing boat,north sea,gulf of mexico,grocery store,D
37087b542cc140905626a5260d38d87a,"The view was sharp in front of the flashlight after changing batteries, what was it like before?",dim,inaccurate,above board,blunt,flat,A
24b6686f5f165c242aac53edbefe6157,Sarah did all of it.  She was the best saleswoman in the city.  But she was never acknowledge for her what?,work hard,sell products,field question,slow down,productivity,A
05736d2da33a1cbecd5bd9892242018a,What is something children do at home that is very addictive?,draw,listen to music,play chess,play basketball,watch television,E
cfd90a5039363b1259e63986226da135,"The family decided to have a picnic, they got some bread and chips out of their walk-in what?",supermarket,plastic bag,toaster,pantry,house,D
40b60cddaafb6751781b0e932bd2fb90,"Seeing his idea become reality should have brought joy to James.  Instead, it only brought what emotion?",over joy,fulfilling,inspiration,pain,excitement,D
1ba0369f67adfaef09b4a2982fc6ca4d,"The companies had been working well together, so they decided to extend their working what?",shorten,contract,compress,fur,retract,B
5178e79b8a2b5bb920baf524ef27e144,What must someone have in order to shop?,have money,sleep,bring flowers,go to market,get money,A
be24e81e1761b422038365cd06e82edd,"The judge did not take this part of the job lightly, the man was guilty but it was his passing sentence that condemned the man to what?",go to jail,incarceration,intercourse,death,judgement,D
da469df81e546d7ec1ed27e5c6d33c7b,"Seating is usually thought to be best in the center of the room, about halfway back, in what place?",bus depot,rest area,theatre,church,classroom,C
02ad01de24e55c26de636a2b38641590,What is leather used for in a car primarily?,stable,car seats,purses,handbag,department stores,B
a40f5339ee858a0a119cbac052c5a2d0,"When eating everything on the tasting menu, what does one tend to feel?",full stomach,getting full,gaining weight,sick,satisfaction,B
3f466bce372a777313351e65f8de1504,"They had room for many bedrooms, an office, a study, even a playroom; They certain had a what?",building,nursery school,preschool,big house,small house,D
1718b1dc87fdd5c88dab905dad8ec298,"The play was nearly starting, everybody took their seat in the what?",show,in cinema,theatre,bench,martorell,C
35a6965d76c6851b0f77446dcc7d9aa5,Though he was foreign he no longer carried an accent and people always just assumed he was what?,domestic,local person,indigenous,normal,native,E
9c2bdf673b622c48dd2d3f10db882d87,The high teenager was having trouble grasping that the world was always in motion even if he laid there what?,frozen,stillness,being still,standing still,stopped,C
b8eb19011a2046c9f84a58bd5fedb91a,"The shower obviously wasn't in the living room of the home, where was it?",spa,at hotel,motel room,bath room,locker room,D
98bc9c4ab7b130ff8481065310ca91d3,"The bachelor didn't bother cleaning his sink, where was the unfortunate sink located?",chemistry lab,front desk,apartment,laundry room,laboratory,C
526162a599d6adb225830a036898cbdd,"The cars were all fully loaded, and had spacious whats?",bumpers,windows,seat belts,trunks,heavy,D
443e6c982e2214198c7e1cc73e83a448,John can't eat lunch right now.  He does not what?,get food,prepare food,have food,buy food,need food,C
9527d2260447025abb4c16c01a94362e,Where would you find a sign with some people lined up next to it?,bus stop,street corner,roadblock,fast food drive thru,city,A
ffa961d537f245cddef8565dbd642b1c,What state north of alabama has many a beaver?,beaverton,canada,river or stream,kentucky,montana,D
6ba3ae532f82425bd4be49434d4af741,In what state could the steakhouses offer fresh-caught lobster?,texas,michigan,kansas city,maine,ohio,D
5c102f217b3b1d0b5fec0c549a0e0b08,Where should you store a fiddle when you're not playing it?,violin case,tennessee,music store,bluegrass,alabama,A
0ca9e9e37cd59e98db6187b6d1c88fe6,"What is the goal of a younger , risky investor?",back project,lose money,sell stock,save money,gain wealth,E
9bb1a2732fb8a4cf8cdf471f6e1157eb,To what part of your home is your morning paper delivered?,classroom,synagogue,bathroom,front porch,grocery store,D
d9de3f80b7f8af9f363c846e1628ef8d,"Debbie doesn't want a plain dress, she wants something unusual and attention-getting.  What would be a good adjective to describe the sort of dress she wants?",exotic,decorative,bells and whistles,silly,extravagant,A
c241ff3f276aac3d23332b170405d789,"Where could you find a long, dark passageway?",cave,hotel,bathroom,airport,house,A
ed90b6548b6e05cc33531651c257849b,John wants to catch crabs.  He's thinking of moving somewhere that this would be easier.  Where might he go?,cape cod,tidepools,rocky mountains,virginia,outside,A
c09e41c83104ee1c01f1f180c54de81f,In order to sneeze one must do what?,inhale,fart,close eyes,spray,blow nose,A
6a2025a47e3a64d73f336ede05a6e828,"They were going to play at the theater, part way through there was a what?",spending money,intermission,being entertained,sleepiness,man of la mancha,B
a0124358d914ac9caf502e46dc232325,Where would you find a monitor wall that is used for visualizing sounds?,cinema,studios,tv station,department store,hospital,B
f4943ea7c0ca065cc7baec8a36a39c25,James went to Sarah's birthday party on the day after his father died.  He wanted her to be what?,mourn,dead day,happy,new age,funeral,C
b568312f8c277820c563ee273665167b,What does drinking water effect in most humans?,need to urinate,swallow,sickness,runny nose,hydration,A
a9894d7ac4abd46ac10aa85dcbac91f9,What does a person want to get at a restaurant?,self esteem,compliments,delicious food,easy life,fulfillment,C
62eca36ffa648e7fda14ca6a2b0e8797,What do people consider chatting with friends when there is work to do ?,misunderstanding,silliness,laughter,learning about,idleness,B
fab06170af4dee3f33e40d2b5ca26ffa,Where is a good place to purchase a contraceptive?,medicine cabinet,drug store,pharmacy,doctor's office,vagina,B
84639f7f0f7b5d7c4584c76e2a6e9f8b,"He didn't want his son to be soft, so he was always what on him?",hard,sandpaper,loud,firm,abrasive,A
cb7dbd26dc49d50e6da43ff800fb5581,"Sally went to her office, which was on the 8th and top floor.  Where does she probably work?",skyscraper,tall building,public building,school building,swimming pool,B
117cf3e49bafd683442e06a3694ea951,"Wanting the road to be complete, what was the road like to have frustrated the mayor so?",unfinished,bumpy,done,partial,ended,A
b74864736220841c980c61edee62ea1e,A creek can be located in a tree are called what?,outdoors,forest,valley,nature,countryside,B
43047d7e7ff110543155775a0acb7ec0,What is the natural instinct of someone not known as a fighter when filled with fear?,commit perjury,fight enemy,run,urinate,sing off-key,C
840d08f993630b76f9b43371044657dc,"I want a dog that's easy to spot, which one should I get?",blind,fun,black,alive,playing dead,C
cf225da83ae20d829f0834ec535bbcaf,Where would you put a ficus if you do not want it to damage your floor?,dictionary,middle east,earth,container,tropical forest,D
eeb771a3c78a2e9478a1d72d80997461,If I were to stand up and put my leg in front of the other leg repeatedly I would do what?,legs ached,have to say,move around,start walking,fall down,D
6ac6182ff6aa48104e66ca918f69461b,"If you are chatting with friends, and you think the same thing as what your friends say, what has happened?",communication,answers,magic,happiness,agreement,E
f130d7847a31b4873d142d8ac2eeb7e0,"It was the only way out of town, the police parked their vehicles and drew their guns to create a what?",war,sporting goods store,military base,roadblock,fun,D
da4ea6b5495e1c759091a8cb855d922f,"When I was home, I was comfortable.  But I had a crippling fear of going where?",outside,vacation,idle,apartment,neighborhood,A
f0d0c66035cc25f5d4440f7d0f01fd8f,"When I go to Spain, what should I try to practice first?",stand upright,courtesy,further education,speak spanish,cross street,D
94b0cf32b9033f07d2e5bcf5d857a5e5,How might others describe someone who goes around killing people?,terrible,murder,going to jail,hunter,get arrested,A
38834b09f3843cb9782b7a47e2746e8f,What does every human want with someone else?,healthy relationship,wet suit,moving car,school,fight,A
fe780c1e09eb8ddeace179db3b3667fa,Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?,falling down,give up,exhaustion,travelling,going somewhere,C
52a5558b90ebbd84e31d28fad1efd7d7,If you there is glass in this you could possibly see dishes.,dishwasher,window,cabinet,table,shelf,C
1b08a9700852ab1b57a1a352c401d851,What does a child do after the summer is over?,read book,begin school,row boat,go out to play,go back to school,B
f6185f959127854fd4f937ee032a8ea5,"The committee represent the rest of the members, they met every Sunday right after what?",church,park,business,government,city hall,A
47011436a95298809c57ce5f59ebf1d1,What type of homes are likely to have an attic?,victorian house,own home,older houses,boxes,apartment,C
1559910ca300d3fbe6e330bc086cd99d,What do people in a family typically do on the holidays?,get angry,talk to each other,gather together,run a race,facing each other,C
cca6ab9b65e55f5551b28cab0864e169,What usually happens to you when you're gambling?,penury,bankruptcy,lose money,addiction,risky,C
0a3535a44fba74be37ce86bf0dfbe44b,What is generally stored in a container can?,contain food,liquid,garage,container,pantry,B
811ddd8cf2826a0e9559c56046022ca0,The committee had its first meeting.  John was glad to be a part of it.  This is what he ran for.  Where might the meeting be?,church,city hall,school,boardroom,office building,B
69e8e5e855a020a883101a9f01e757ee,Where might a conductor have a hard time seeing ahead due to darkness?,lead orchestra,orchestra,lead play,opera,subway,E
e2e2973fab938a6fed6630de4113ab62,Who might end up with a wound from lying in bed?,patient,hospital,emergency room,senior citizen,injured person,A
3c640e0b1573bd83ef70d87f90384e00,"When the package failed to deliver due to nobody being home, what did the carrier have to do?",receiving,ship,keep,take away,pick up,D
60b6d47b92ee145ddf068829c4c94bf8,"He was eating too much while no exercising enough, what did he suffer as a result?",hungry,gas,obesity,gain weight,feeling full,D
1fbbfcc799a6a0b2cdbc702197f1edef,Saul is writting a program and has been told that another team has been working on added functionality.  He's not sure hot the other team's work will impact his. What does his bosses want him to do with the new code?,detail,loop,need to integrate,unexpected results,satisfaction,C
e7fd320d1b0935f833e378f9b7aea2a9,What do people feel when something good happens?,experience joy,believe in god,sadness,get sick,ask questions,A
c2ec3527cfe26a8ec7200c67b5d569af,"John hated mosquitoes.  It wasn't the bloodsucking that he disliked, it was that the insects made what?",fly,buzz,move,honey,help flowers pollenate,B
ded983711317c42ff5867e239893d169,"The government was instituting civil action left and right, the people fought back and began to what?",riot,go to jail,restitution,violence,court case,A
e11394cb729a3389f0db02da17780b0c,Where do people who use a puck for living go at the end of their work day?,locker room,desert,ice hockey game,sporting goods store,hockey rink,A
1a79b8f6997be0ade912a700d1ece8b3,Where do tabby cats usually like to live?,dumpsters,alley,lap,home,barn,E
c3f9715964266aa7862b6a8799b53bb2,Where would you go if you need a hardware store?,washington,sears,small town,oregon,canada,B
206c7116ee2246180fcc0c5a1d0e7205,Where are you likely to receive mouthwash in a little paper cup?,bottle,drug store,dentist's office,doctor office,bathroom,C
0c7e9c7d4a910716ca1d5f759ed0a8c3,What would happen if you win after playing a game?,injuries,disappointment,getting tired,satisfaction,competitiveness,D
